filename,property_result,frame_sizes,total_time,k,solver,max_memory(MB),execution_time(s),cpu_time(s),exit_code,timed_out,variant
FMCAD08/Int/memory1/DRAGON_2_e7_25_e8_3171.lus,Safe,1,0.064,2,22,42.50,0.52,0.11,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_10_e1_3587_e7_872.lus,Unsafe,,0.024,0,2,56.39,0.52,0.08,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049.lus,Unsafe,0,0.055,1,17,45.98,0.53,0.09,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e1_2924.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/memory1/DRAGON_4_e7_2329.lus,Unsafe,0,0.083,1,20,21.30,0.54,0.14,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e5_1637.lus,Unsafe,0,0.055,1,17,29.86,0.52,0.10,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e7_1607.lus,Unsafe,,0.021,0,2,46.33,0.52,0.06,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e3_2657.lus,Unsafe,1,0.074,1,34,46.99,0.52,0.11,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_all_e7_1909.lus,Unsafe,,0.021,0,2,46.91,0.52,0.06,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all2_e8_5504_e1_4719.lus,Unsafe,,0.029,0,2,68.74,0.53,0.10,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_3_e3_5422_e2_3135.lus,Safe,1,0.077,2,27,55.79,0.53,0.13,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all_e2_6104_e2_3308.lus,Safe,4,0.155,2,69,48.04,0.62,0.20,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_10_e1_998.lus,Safe,2,0.090,2,41,56.26,0.53,0.15,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_a3_e1_3233.lus,Unsafe,0,0.063,1,22,44.05,0.53,0.10,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all2_e7_5406_e7_6697.lus,Unsafe,,0.027,0,2,59.89,0.53,0.11,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_8_e3_786.lus,Safe,38 37 7 4,14.465,5,4702,82.68,15.01,14.28,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_u1.lus,Safe,15 13 12 10 5,1.126,6,1246,50.01,1.56,1.14,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all_e3_4821_e4_1791.lus,Safe,5,0.180,2,88,59.23,0.62,0.23,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_3.lus,Safe,1,0.046,2,25,23.85,0.53,0.09,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_4_e1_4312.lus,Safe,11 6 2 1 0,5.296,6,4280,62.55,5.82,5.29,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_2.lus,Safe,1,0.053,2,27,34.87,0.52,0.09,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all_e1_4022_e1_1759.lus,Safe,5,0.181,2,86,47.95,0.62,0.23,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_luke_rt_e3_1549.lus,Unsafe,0,0.060,1,22,46.34,0.53,0.10,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e3_2542.lus,Safe,4,0.110,2,71,47.70,0.63,0.14,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_4.lus,Safe,26 21 13 7,3.577,5,3065,59.85,4.05,3.59,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e1_2678.lus,Safe,2,0.061,2,41,45.82,0.52,0.09,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all_e2_6104_e3_2607.lus,Safe,5,0.186,2,92,48.29,0.62,0.23,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_10_e2_402.lus,Safe,2,0.087,2,39,46.17,0.63,0.14,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e7_3371.lus,Unsafe,,0.020,0,2,44.29,0.53,0.07,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e3_941.lus,Unsafe,0,0.044,1,9,46.04,0.53,0.09,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_11_e1_3457.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/memory1/DRAGON_2_e7_25_e2_5340.lus,Unsafe,,0.024,0,2,43.66,0.52,0.08,40,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e7_1962.lus,Unsafe,,0.019,0,2,34.46,0.54,0.06,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_2_e7_25_e7_4469.lus,Unsafe,,0.024,0,2,31.55,0.54,0.09,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_7.lus,Safe,2,0.091,2,41,34.73,0.63,0.14,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e1_6463.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/memory1/DRAGON_3_e1_4783.lus,Safe,1,0.072,2,27,29.18,0.52,0.12,0,false,desc_l2l1
